P1,P2,Cluster
1282.1862319618358,23.727393482634085,1
-97.8465954651916,0.3339830784461242,0
-188.9628632882645,-35.18056358074702,0
105.75566866864256,-13.91713341200824,0
-41.06347841785907,12.65179101522952,0
-251.99066100389783,-16.521723742948097,0
701.672388442724,13.14115188053637,1
184.2391977145071,-6.733935367554068,0
-128.25821823056435,-46.44583631918101,0
-202.69807802981745,6.502600227449335,0
107.12288099463268,-31.688103436461518,0
-126.8932583074272,27.417797286823003,0
-36.514104942037704,-28.37566197517239,0
-308.2561261316266,-15.487820002390976,0
166.64428030196888,6.672615382046729,0
-79.69545939345844,19.75860251652395,0
-307.91843614041306,-34.26861564665326,0
-178.94248241887928,0.10644198830857476,0
-225.6419784957028,51.91404485440276,0
-120.73239791048428,25.88667022223072,0
-175.19397907345868,-4.04246976153712,0
-231.35165411746837,14.584001474984632,0
-244.87883863654815,-3.28556452761606,0
-131.66733552061393,6.890528085242323,0
-180.57058300173043,-1.1080981388977023,0
-101.79833279656182,-32.96068509384523,0
-80.25527492323113,6.042524530735108,0
-176.52921740392173,36.22144010569801,0
-31.990751210837686,17.683330774064416,0
-308.14423404469403,-43.71383218770144,0
-168.72033246913793,-33.695988005601436,0
-118.00568852106679,20.21843552330097,0
-179.0330662254007,39.515954264724456,0
-96.10217869787908,23.73261814967566,0
395.5815097509544,-34.117947184517945,1
-187.03688649175308,-28.030797773326768,0
-30.474225075730146,5.316323591918774,0
323.9870431892235,-20.15007991253671,0
16.53289641351762,15.900764057820538,0
-104.88833549649397,27.166911357447106,0
-226.9896212866169,58.86325275168144,0
12.433919779873008,-12.450261893273165,0
-152.53548343391927,-44.25703885850321,0
-116.92521886390398,-9.273207247055865,0
-100.2723291408636,-12.412360976182754,0
-248.37432961905685,-28.775217927217426,0
99.34385695814694,-73.35455615205586,0
-268.81683418903526,-18.63417559419301,0
-125.27518360557906,0.8559697706249665,0
-112.17962200965451,6.9073037924065375,0
-200.18078553173135,5.043977398563271,0
-254.93293475050532,9.09024231203361,0
-40.3819151340565,15.930614000445814,0
-245.2852829948711,36.76163210198203,0
-281.37371036829603,-28.95675173901617,0
-35.83337653559016,-12.354813572340106,0
-103.01646657980706,-13.813428946183336,0
-183.52090341294848,-7.7805494267947495,0
-114.04544999010648,-13.002321401486512,0
-179.74929518193053,-12.972324130762019,0
-9.881575738457627,4.994405080724988,0
-33.19980295197627,-14.567757721746261,0
167.1224072644511,-9.450977716726072,0
-37.11680886379321,11.606768322449796,0
-170.20756419827717,96.7493539756083,0
-124.74419572404489,6.572883257774208,0
-282.47194377160054,35.315163370709854,0
-9.875753020275624,-33.19040478569171,0
692.0436648820656,-5.767590221601182,1
31.863892016679642,-12.875064007905792,0
23.74033021665906,21.92310334227679,0
1129.8963408133436,22.222910082607456,1
7.058598787238168,-22.195604762814227,0
-147.6115618288921,-27.456234883407006,0
207.71159208452707,29.80294088081976,0
-308.8828479867555,2.9651098260766275,0
246.6224918019817,-3.1476726435033697,0
135.5003805507576,8.909372728838122,0
180.36652991882875,34.853697200155466,0
545.533060941314,-33.5464825048538,1
-160.67571661375302,-35.040477416706466,0
-100.59897252960295,45.47088436139583,0
-233.84388426574975,-7.404058326965838,0
-258.09413224545574,12.312628137286936,0
88.13571906522986,-21.248552351567525,0
-212.97844589883698,19.04758902629385,0
102.93864073562514,-17.758346621476363,0
-116.20722223551712,14.045452642272153,0
900.5718435068947,2.0286250969454898,1
-137.74412914626177,-8.488279975652347,0
-71.82094718865648,-16.13400226043123,0
450.0320902672436,46.68276314234777,1
64.40290084707658,-27.526247585244406,0
-39.287220114543345,23.241266054271506,0
553.8276810334402,2.0071433756766623,1
91.64476348030934,-25.90987428321887,0
28.30555167229562,-37.123523147938755,0
-288.4069009122509,-18.42623591772528,0
-132.40409047784343,47.35521552335024,0
255.1615475017586,-19.303489403057768,0
273.0153691969705,-10.089223987603248,0
-175.4464509186337,13.36650191951631,0
-5.0405682202799085,59.46635129965432,0
-207.24881025327784,26.699670597894396,0
-152.93520565961472,21.789294968939856,0
-100.52234355957327,-51.536140663282566,0
217.14908989215644,3.7392890221924517,0
-145.5860443466815,-41.67056200139889,0
-167.21706239888465,36.35133771713666,0
311.47955769290456,-25.021164536396967,0
-240.10023445530743,-3.172447417010744,0
-287.2246423064092,1.5770608433312248,0
1.0456395166100378,4.50330424969107,0
236.67682936688868,-13.305867251832609,0
1128.2536848872473,82.57690672050842,1
-22.263761215668865,32.51989355667189,0
-229.58617370249402,-40.14961816972486,0
111.60449650476056,-36.513601279844806,0
244.38871552810645,-17.935324875901586,0
23.23298334062912,12.535349664878396,0
-42.836529135221554,9.905156101460477,0
-277.83727736890586,-24.493022098709602,0
-262.4854509350518,-15.941141152645798,0
-2.3570450094642865,-36.92333766521655,0
-191.59238921540378,-22.26169580310038,0
-284.5668440706689,-27.63871493443149,0
-279.7554486159522,-11.434425332357534,0
389.73301695979114,-11.999675279476094,1
-82.17981362685734,4.0135899236572925,0
-198.91516957498948,-13.51901754031499,0
45.76508094464066,-35.80440676893012,0
-82.16641865782216,19.247402464539107,0
94.51038560251465,-20.577432174265567,0
334.821119453082,10.713806214638396,0
157.25087310170886,-19.569374362431688,0
-258.82930827210237,-9.005593423264628,0
-308.2759256313292,9.142676005641817,0
299.59896820370363,28.50439425550789,0
216.7452128200248,-1.5134790105059608,0
-223.6896204545609,-10.673030460784787,0
117.58092372630978,-4.347743825674286,0
24.649115504752046,10.32836417642693,0
-166.56489440899176,31.447021087861458,0
-215.69240886318804,-6.75476277336972,0
-126.72992930059874,-9.85378645893934,0
-247.59193945827184,-10.351382242001108,0
-32.34213829806464,-35.287405062188185,0
-130.75822471284891,-22.724376796021403,0
-215.83333231410572,76.51343583707762,0
-74.80791472372118,44.03217203229559,0
-98.51041740521256,-28.96908934338721,0
-144.30691441577454,-3.325135373481629,0
156.16660572801175,-31.397908795180385,0
-147.2868344571748,-33.57430377924618,0
53.45073472417886,4.480596271634596,0
-258.6160869936218,14.093741360053684,0
-170.83259560279157,-21.88753229078202,0
-190.7729579377509,-15.684751614340286,0
311.95051055332476,-13.012754559049768,0
-99.08430781457736,53.363310417399674,0
-184.11659194079317,-25.787823197941734,0
